,Word,Bert,Distilbert
3171,talent,6.98E-05,-3.69E-06
3172,production,6.98E-05,-1.34E-05
3173,heartbeat,6.98E-05,-4.84E-05
3174,bee,6.98E-05,1.29E-05
3175,attendance,7.00E-05,-4.52E-06
3176,sequel,7.00E-05,7.70E-06
3177,guest,7.02E-05,4.10E-06
3178,economy,7.06E-05,-9.16E-06
3179,suitcase,7.06E-05,1.97E-05
3180,cowboys,7.07E-05,-2.76E-05
3181,euro,7.09E-05,-2.22E-06
3182,zac,7.10E-05,-1.61E-05
3183,graph,7.14E-05,1.66E-05
3184,doo,7.16E-05,1.37E-05
3185,alicia,7.19E-05,-1.36E-05
3186,trunk,7.25E-05,-1.81E-05
3187,temple,7.26E-05,2.62E-05
3188,phillip,7.27E-05,2.31E-06
3189,formal,7.34E-05,2.64E-05
3190,drilling,7.37E-05,-6.48E-07
3191,plants,7.37E-05,-1.27E-05
3192,expect,7.44E-05,-1.44E-06
3193,jared,7.45E-05,-1.68E-05
3194,bryant,7.50E-05,-1.62E-06
3195,hears,7.51E-05,4.90E-05
3196,78,7.51E-05,-7.61E-05
3197,jackie,7.55E-05,-3.29E-06
3198,sleeve,7.59E-05,-1.91E-05
3199,brittany,7.59E-05,4.69E-06
3200,diving,7.63E-05,-1.75E-05
3201,meanwhile,7.64E-05,1.50E-05
3202,andrea,7.66E-05,4.02E-06
3203,dan,7.68E-05,1.12E-05
3204,bailey,7.69E-05,1.24E-05
3205,arrangement,7.72E-05,1.04E-05
3206,surprised,7.74E-05,6.04E-06
3207,anne,7.77E-05,9.11E-06
3208,robinson,7.78E-05,2.23E-05
3209,interior,7.78E-05,-2.40E-05
3210,remix,7.80E-05,2.02E-05
3211,programs,7.87E-05,1.51E-05
3212,champions,7.91E-05,3.15E-07
3213,cowboy,7.92E-05,8.50E-07
3214,courses,7.95E-05,3.35E-05
3215,athletic,7.95E-05,2.12E-05
3216,charlotte,7.96E-05,-2.09E-05
3217,bombed,7.99E-05,-5.05E-05
3218,marking,8.00E-05,-4.97E-05
3219,diner,8.03E-05,4.64E-05
3220,sworn,8.03E-05,6.29E-06
3221,lucy,8.04E-05,-3.11E-05
3222,pocket,8.04E-05,-1.56E-06
3223,heather,8.06E-05,-3.97E-05
3224,lou,8.07E-05,-2.90E-06
3225,ding,8.09E-05,-7.00E-06
3226,ping,8.14E-05,1.93E-05
3227,alabama,8.15E-05,-2.29E-05
3228,mattress,8.17E-05,-4.39E-08
3229,expecting,8.23E-05,-4.30E-06
3230,engage,8.23E-05,-1.63E-05
3231,deciding,8.24E-05,-1.05E-05
3232,ducks,8.31E-05,-4.37E-05
3233,amused,8.33E-05,-2.50E-05
3234,christina,8.40E-05,-3.32E-06
3235,danced,8.46E-05,-5.45E-06
3236,korean,8.49E-05,4.12E-05
3237,efforts,8.59E-05,-7.60E-07
3238,rates,8.62E-05,1.89E-05
3239,yell,8.63E-05,-8.92E-06
3240,darling,8.65E-05,2.30E-06
3241,secretary,8.73E-05,3.68E-05
3242,sexy,8.77E-05,8.90E-06
3243,louisville,8.77E-05,5.65E-06
3244,judges,8.78E-05,2.14E-05
3245,brit,8.84E-05,-2.08E-05
3246,zebra,8.87E-05,1.49E-05
3247,doorstep,8.87E-05,-2.19E-05
3248,strips,9.05E-05,1.26E-05
3249,witness,9.17E-05,-2.87E-05
3250,marquez,9.18E-05,9.14E-05
3251,rolled,9.20E-05,-2.15E-05
3252,iowa,9.20E-05,-2.18E-05
3253,scholarship,9.23E-05,2.44E-05
3254,zip,9.25E-05,-2.26E-05
3255,heroes,9.26E-05,-6.07E-05
3256,browser,9.28E-05,2.92E-06
3257,jenny,9.55E-05,-5.10E-05
3258,galaxy,9.57E-05,-4.07E-07
3259,tall,9.75E-05,-1.13E-06
3260,gabrielle,9.80E-05,4.00E-06
3261,clue,9.81E-05,8.86E-06
3262,rink,9.82E-05,-1.31E-05
3263,tops,9.84E-05,5.83E-06
3264,lynn,9.90E-05,-5.36E-05
3265,realizes,9.95E-05,-2.11E-05
3266,wins,9.97E-05,-3.78E-05
3267,survived,0.00010015,-8.25E-07
3268,secretly,0.000100795,1.64E-05
3269,tennis,0.000101059,7.02E-06
3270,sneak,0.000101914,-1.89E-05
3271,slides,0.000102259,-4.16E-05
3272,win,0.000102533,1.38E-05
3273,12th,0.000102939,1.33E-05
3274,ranked,0.000103124,-9.17E-07
3275,organising,0.000103725,3.33E-06
3276,roberts,0.000103752,-2.52E-05
3277,jacobs,0.000104015,1.20E-05
3278,meek,0.000104106,-4.43E-05
3279,foxes,0.000104493,-1.34E-08
3280,drummer,0.000104806,-0.000108292
3281,witch,0.000105082,2.78E-06
3282,emma,0.000105727,-5.73E-06
3283,flowers,0.000105869,-8.01E-07
3284,fitch,0.000106414,-1.56E-05
3285,sacked,0.000106614,3.82E-05
3286,rings,0.000107344,-4.20E-05
3287,bizarre,0.000107555,-2.54E-05
3288,span,0.000107969,1.35E-05
3289,glen,0.000108199,-1.21E-05
3290,rubber,0.000108279,4.59E-05
3291,reasonable,0.000108613,1.15E-05
3292,booking,0.000108718,-4.51E-05
3293,historical,0.000109398,6.32E-05
3294,wheels,0.000109459,-1.35E-05
3295,troy,0.000109464,-5.98E-05
3296,stem,0.000109786,3.47E-05
3297,phoenix,0.000109945,3.31E-05
3298,rye,0.000110524,-8.09E-06
3299,secondary,0.000110743,2.19E-05
3300,net,0.000110837,-5.30E-06
3301,musician,0.000111017,-4.78E-06
3302,nintendo,0.000111309,3.36E-05
3303,adrian,0.000111626,4.20E-05
3304,webb,0.00011223,-9.02E-05
3305,hotels,0.000112569,-3.77E-05
3306,arthur,0.000112636,-1.07E-05
3307,84,0.000113946,-2.97E-05
3308,usher,0.000114409,1.05E-05
3309,architecture,0.000114475,-5.86E-06
3310,gee,0.000115032,7.21E-06
3311,cruz,0.000115264,1.88E-05
3312,philippines,0.000115308,2.71E-05
3313,louis,0.000115388,-1.27E-05
3314,hike,0.00011645,-4.43E-05
3315,nelson,0.00011651,3.94E-06
3316,mysterious,0.000117242,2.55E-05
3317,audience,0.000117662,-1.14E-05
3318,thomas,0.000117857,-3.15E-05
3319,hiding,0.000118142,-3.70E-06
3320,92,0.00011856,1.25E-05
3321,feat,0.000118812,-2.05E-05
3322,met,0.00011956,2.31E-06
3323,85,0.000120331,7.67E-06
3324,pleasantly,0.00012043,3.10E-05
3325,hawaii,0.000120928,2.67E-05
3326,witty,0.000120938,-1.05E-05
3327,rooney,0.000121876,1.24E-05
3328,beyonce,0.000123111,1.60E-05
3329,appearance,0.000123652,2.87E-05
3330,congratulations,0.000124493,-2.13E-05
3331,motor,0.000124502,-7.94E-05
3332,cardboard,0.000124829,3.31E-05
3333,outstanding,0.00012493,-4.87E-05
3334,pry,0.000125084,-9.72E-05
3335,mexico,0.000125093,1.82E-05
3336,reveals,0.000125171,1.11E-05
3337,planned,0.000127483,-7.35E-06
3338,undefeated,0.000128529,-4.24E-05
3339,vogue,0.000129189,-2.99E-05
3340,papa,0.000129679,2.48E-05
3341,cory,0.000130089,1.76E-05
3342,calgary,0.000131137,2.56E-05
3343,alter,0.000131629,-1.73E-05
3344,stove,0.000131732,2.04E-05
3345,discovery,0.000132331,-2.41E-05
3346,neat,0.000132373,7.90E-06
3347,envelope,0.000132518,-3.01E-05
3348,assassins,0.000135152,1.52E-05
3349,ben,0.000135554,7.50E-06
3350,grove,0.000135614,3.79E-05
3351,van,0.000135723,5.46E-06
3352,alexander,0.000137129,-1.58E-05
3353,dart,0.00013763,2.01E-05
3354,arnold,0.000138042,-5.45E-06
3355,ally,0.000139644,-1.59E-05
3356,refrain,0.000141031,-7.59E-05
3357,drawer,0.000143843,-2.50E-05
3358,floyd,0.000148271,2.42E-05
3359,barnes,0.000148482,4.71E-06
3360,andrews,0.000148498,-3.47E-05
3361,wesley,0.00014924,4.67E-05
3362,becky,0.000153244,-6.05E-05
3363,frame,0.000153282,3.35E-05
3364,favour,0.000153825,2.05E-05
3365,rome,0.000153857,2.94E-05
3366,hamilton,0.000156583,-3.21E-05
3367,assist,0.000157069,9.71E-05
3368,beaver,0.000158648,2.37E-05
3369,orlando,0.000159425,4.26E-05
3370,rihanna,0.000159807,1.28E-05
3371,curling,0.000160378,1.30E-05
3372,deed,0.000163055,-8.31E-06
3373,stunned,0.000163826,3.11E-05
3374,harvard,0.000163996,4.84E-05
3375,overtime,0.000164869,1.55E-05
3376,intent,0.000165479,-4.94E-05
3377,shocked,0.000166204,6.87E-06
3378,intriguing,0.000166836,-3.63E-05
3379,alaska,0.000167305,1.52E-06
3380,unexpected,0.000168007,-1.13E-05
3381,betty,0.000168244,5.53E-05
3382,assists,0.000168838,-4.40E-06
3383,ops,0.00016902,2.95E-05
3384,lana,0.000171275,-2.11E-05
3385,valentine,0.000172642,-1.95E-05
3386,surprise,0.000180008,1.57E-05
3387,marrying,0.000180934,-2.05E-05
3388,sneaking,0.000183188,4.07E-05
3389,surprises,0.000191675,1.26E-05
3390,grammy,0.000192205,2.27E-05
3391,royce,0.000192574,-6.02E-07
3392,surprising,0.000194888,1.25E-05
3393,shooter,0.000195718,4.68E-05
3394,label,0.000204174,2.41E-05
3395,oliver,0.00020926,-5.74E-06
3396,portrait,0.000212071,2.69E-05
3397,intervention,0.000213609,5.25E-05
3398,raven,0.000219065,-5.30E-05
3399,packages,0.000230456,-2.40E-05
3400,relatively,0.000232755,-8.44E-07
3401,87,0.000245802,-7.06E-05
3402,courts,0.000250106,-2.67E-06
3403,kidnap,0.000271688,-1.19E-05
3404,ollie,0.0002761,9.27E-06
3405,clues,0.00028942,4.34E-05
3406,chloe,0.000309413,4.21E-05
3407,convincing,0.000325511,6.02E-05
3408,drawers,0.000340885,-2.32E-05
3409,peas,0.000366448,7.85E-05
