,Word,Bert,Distilbert
656,north,-1.85E-05,-5.99E-06
657,vinegar,-1.85E-05,-1.68E-05
658,treat,-1.84E-05,-9.69E-06
659,shower,-1.84E-05,-8.38E-06
660,real,-1.83E-05,-3.41E-07
661,tube,-1.83E-05,3.25E-06
662,passion,-1.83E-05,-1.46E-05
663,charged,-1.83E-05,1.63E-05
664,chips,-1.82E-05,-1.90E-07
665,rolls,-1.81E-05,-1.31E-06
666,live,-1.81E-05,-1.14E-05
667,barley,-1.81E-05,6.31E-06
668,took,-1.81E-05,-9.15E-07
669,chose,-1.80E-05,-7.68E-06
670,throughout,-1.80E-05,-7.58E-06
671,tray,-1.80E-05,-7.00E-06
672,system,-1.80E-05,-1.51E-06
673,previous,-1.80E-05,-2.64E-05
674,jacob,-1.79E-05,-1.48E-05
675,wan,-1.79E-05,-1.80E-05
676,flashbacks,-1.79E-05,1.16E-05
677,wound,-1.79E-05,-6.03E-07
678,sports,-1.79E-05,-3.65E-06
679,um,-1.78E-05,-1.03E-05
680,bitter,-1.77E-05,3.81E-06
681,bet,-1.77E-05,-4.79E-06
682,showers,-1.77E-05,-1.10E-05
683,feed,-1.77E-05,-1.28E-05
684,world,-1.76E-05,-4.36E-06
685,dun,-1.76E-05,-2.20E-05
686,lied,-1.76E-05,3.98E-06
687,watched,-1.76E-05,1.83E-06
688,diego,-1.76E-05,-7.10E-06
689,unacceptable,-1.76E-05,-1.61E-05
690,participate,-1.75E-05,-2.26E-05
691,slices,-1.75E-05,-1.68E-05
692,birth,-1.75E-05,-2.32E-05
693,grew,-1.75E-05,-2.28E-05
694,toilet,-1.75E-05,-6.81E-06
695,level,-1.74E-05,-1.31E-05
696,ohio,-1.74E-05,1.72E-06
697,absolutely,-1.74E-05,-9.58E-06
698,gram,-1.73E-05,-8.78E-06
699,axe,-1.73E-05,-2.00E-05
700,told,-1.72E-05,-6.70E-06
701,mud,-1.71E-05,-2.52E-05
702,kitchen,-1.71E-05,-3.91E-06
703,fin,-1.71E-05,-1.11E-05
704,dating,-1.71E-05,-2.14E-06
705,ross,-1.70E-05,1.03E-06
706,petty,-1.70E-05,-2.35E-05
707,thirsty,-1.70E-05,-5.57E-06
708,humans,-1.70E-05,-6.92E-06
709,mvp,-1.69E-05,-2.67E-05
710,egg,-1.69E-05,-5.26E-06
711,sarcastic,-1.69E-05,-9.73E-06
712,bugs,-1.69E-05,-7.84E-06
713,room,-1.68E-05,-7.99E-06
714,cream,-1.68E-05,-5.02E-06
715,tissue,-1.68E-05,4.30E-06
716,evans,-1.67E-05,-2.49E-05
717,other,-1.67E-05,-7.15E-06
718,support,-1.67E-05,-1.17E-05
719,mother,-1.67E-05,-9.59E-06
720,chin,-1.67E-05,-1.26E-05
721,humanity,-1.66E-05,-8.67E-06
722,dom,-1.66E-05,1.65E-06
723,thin,-1.66E-05,-3.60E-06
724,unable,-1.65E-05,-8.91E-06
725,stuffed,-1.65E-05,4.73E-06
726,salsa,-1.65E-05,-3.04E-06
727,rita,-1.65E-05,-1.62E-05
728,priorities,-1.65E-05,7.53E-06
729,funk,-1.64E-05,-3.14E-05
730,tissues,-1.64E-05,-1.57E-05
731,ruined,-1.64E-05,2.30E-06
732,tackle,-1.64E-05,-1.41E-05
733,bother,-1.64E-05,-1.67E-05
734,rooms,-1.63E-05,3.18E-06
735,reporting,-1.63E-05,-2.37E-05
736,basement,-1.63E-05,-1.41E-06
737,bottle,-1.63E-05,-6.47E-06
738,enemies,-1.63E-05,-8.58E-06
739,leicester,-1.63E-05,6.40E-07
740,shove,-1.63E-05,1.33E-06
741,cleaned,-1.62E-05,-1.36E-06
742,promotion,-1.62E-05,-1.96E-05
743,prison,-1.62E-05,8.44E-06
744,jeremy,-1.62E-05,-1.80E-05
745,cool,-1.62E-05,-3.45E-06
746,knob,-1.61E-05,-8.62E-06
747,dr,-1.61E-05,-5.83E-06
748,tells,-1.61E-05,2.54E-06
749,core,-1.60E-05,-8.61E-06
750,ai,-1.60E-05,-8.83E-06
751,tag,-1.59E-05,-1.38E-05
752,hall,-1.59E-05,-7.38E-06
753,laughs,-1.58E-05,3.99E-06
754,worthless,-1.58E-05,1.61E-05
755,display,-1.58E-05,-4.68E-06
756,weave,-1.57E-05,-3.76E-06
757,paul,-1.57E-05,-9.55E-06
758,hand,-1.57E-05,-1.14E-05
759,warned,-1.57E-05,-3.24E-05
760,moth,-1.56E-05,-9.88E-06
761,wireless,-1.56E-05,-1.10E-05
762,provider,-1.56E-05,-3.16E-05
763,pounds,-1.56E-05,-3.45E-06
764,agenda,-1.55E-05,7.36E-06
765,based,-1.55E-05,-1.31E-05
766,brother,-1.54E-05,-7.16E-06
767,flu,-1.54E-05,-8.58E-06
768,blowing,-1.54E-05,-2.85E-06
769,spots,-1.54E-05,5.20E-06
770,bars,-1.54E-05,-4.00E-06
771,hatred,-1.54E-05,2.57E-06
772,desire,-1.54E-05,-2.33E-05
773,carry,-1.54E-05,-1.76E-05
774,satan,-1.53E-05,1.59E-06
775,suffer,-1.53E-05,-2.38E-05
776,foods,-1.52E-05,-4.26E-05
777,jolly,-1.52E-05,1.85E-07
778,whiskey,-1.52E-05,5.01E-06
779,grandmother,-1.52E-05,-2.37E-05
780,est,-1.52E-05,-1.77E-05
781,passionate,-1.51E-05,-4.49E-05
782,sucks,-1.51E-05,-3.56E-06
783,why,-1.51E-05,1.52E-05
784,especially,-1.51E-05,-9.17E-06
785,pigs,-1.51E-05,-6.86E-06
786,sink,-1.51E-05,1.08E-05
787,gave,-1.50E-05,-5.42E-06
788,calls,-1.49E-05,-1.47E-05
789,eggs,-1.48E-05,-2.22E-05
790,snap,-1.48E-05,-7.77E-06
791,iced,-1.48E-05,-1.87E-05
792,gut,-1.48E-05,-3.74E-06
793,directly,-1.48E-05,-1.55E-05
794,je,-1.47E-05,-1.69E-05
795,respond,-1.47E-05,-2.44E-05
796,dutch,-1.47E-05,1.17E-05
797,customer,-1.46E-05,-1.06E-05
798,ti,-1.46E-05,-4.88E-06
799,refrain,-1.46E-05,-5.35E-05
800,weed,-1.46E-05,3.47E-06
801,dna,-1.46E-05,1.22E-05
802,pump,-1.45E-05,3.89E-06
803,billy,-1.45E-05,-4.47E-06
804,exists,-1.45E-05,-1.29E-05
805,sweat,-1.44E-05,7.01E-06
806,auburn,-1.44E-05,-1.06E-05
807,inn,-1.44E-05,-9.05E-06
808,bail,-1.44E-05,-8.58E-06
809,scarf,-1.44E-05,8.63E-06
810,nhl,-1.44E-05,4.52E-06
811,torres,-1.43E-05,-1.93E-06
812,pee,-1.43E-05,-6.71E-06
813,cases,-1.43E-05,-1.15E-05
814,makes,-1.43E-05,1.21E-06
815,spawn,-1.42E-05,-8.63E-06
816,aware,-1.42E-05,-7.94E-06
817,blows,-1.42E-05,-2.27E-05
818,voters,-1.42E-05,8.54E-06
819,mentally,-1.42E-05,-1.09E-06
820,called,-1.42E-05,-7.51E-06
821,pittsburgh,-1.42E-05,-1.50E-05
822,again,-1.41E-05,-4.84E-06
823,lunch,-1.41E-05,-1.28E-05
824,prime,-1.41E-05,-2.34E-06
825,except,-1.41E-05,-1.25E-05
826,touchdown,-1.41E-05,-1.86E-05
827,dig,-1.41E-05,-4.47E-06
828,clean,-1.41E-05,7.05E-06
829,distant,-1.41E-05,-1.68E-05
830,19,-1.40E-05,-8.59E-06
831,personality,-1.40E-05,-2.11E-05
832,don,-1.40E-05,-6.74E-06
833,allowed,-1.39E-05,-1.37E-05
834,others,-1.39E-05,-1.43E-05
835,voted,-1.39E-05,2.70E-06
836,hung,-1.38E-05,2.96E-06
837,majority,-1.38E-05,5.87E-06
838,whites,-1.38E-05,1.97E-05
839,against,-1.38E-05,-1.97E-05
840,brook,-1.37E-05,1.68E-05
841,jumper,-1.37E-05,-1.75E-05
842,coconut,-1.37E-05,2.05E-06
843,aim,-1.37E-05,-2.47E-05
844,knees,-1.37E-05,2.61E-06
845,grill,-1.37E-05,1.27E-06
846,broadcast,-1.36E-05,1.05E-06
847,bud,-1.36E-05,-4.14E-06
848,racism,-1.36E-05,1.02E-05
849,bailey,-1.36E-05,6.00E-06
850,hang,-1.36E-05,-7.74E-06
851,pavement,-1.36E-05,6.94E-06
852,joe,-1.36E-05,-4.54E-06
853,cup,-1.35E-05,-3.11E-06
854,chicken,-1.35E-05,-3.38E-06
855,slick,-1.35E-05,-2.97E-06
856,dressing,-1.34E-05,-1.89E-05
857,salt,-1.34E-05,-1.70E-05
858,cold,-1.34E-05,5.37E-07
859,sister,-1.34E-05,-6.97E-06
860,holocaust,-1.34E-05,-1.68E-05
861,bunch,-1.34E-05,-3.83E-06
862,excuse,-1.33E-05,-1.33E-05
863,bury,-1.33E-05,3.94E-06
864,extreme,-1.33E-05,-2.28E-05
865,resort,-1.33E-05,-6.61E-06
866,cereal,-1.33E-05,-1.60E-05
867,joking,-1.33E-05,1.31E-05
868,picking,-1.33E-05,-1.57E-07
869,terrorist,-1.32E-05,-1.14E-05
870,ate,-1.32E-05,8.49E-06
871,numb,-1.32E-05,-2.10E-05
872,meals,-1.32E-05,-1.81E-05
873,52,-1.32E-05,6.82E-06
874,mates,-1.31E-05,-1.80E-06
875,generations,-1.31E-05,-4.13E-06
876,anthem,-1.31E-05,-1.46E-05
877,40,-1.31E-05,-1.28E-05
878,after,-1.30E-05,-6.39E-06
879,bloody,-1.30E-05,-5.84E-06
880,specially,-1.30E-05,1.28E-05
881,sandwich,-1.30E-05,-2.46E-06
882,acting,-1.30E-05,-3.20E-06
883,offense,-1.29E-05,1.55E-05
884,waved,-1.29E-05,1.32E-05
885,cancer,-1.29E-05,-2.01E-05
886,device,-1.29E-05,-3.41E-05
887,refuses,-1.29E-05,-3.09E-05
888,battles,-1.28E-05,-1.75E-05
889,lie,-1.28E-05,-9.90E-06
890,sami,-1.28E-05,2.05E-06
891,cells,-1.28E-05,-6.18E-05
892,sore,-1.27E-05,6.53E-06
893,family,-1.27E-05,-8.44E-06
894,horrible,-1.27E-05,1.35E-05
895,delhi,-1.27E-05,-8.92E-06
896,gets,-1.27E-05,-2.63E-06
897,direction,-1.27E-05,-1.41E-05
898,utterly,-1.27E-05,-1.50E-05
899,burden,-1.27E-05,-2.00E-05
900,bien,-1.26E-05,-1.43E-05
901,lowest,-1.26E-05,-2.60E-05
902,ol,-1.26E-05,-9.58E-06
903,protection,-1.26E-05,1.03E-05
904,replacement,-1.26E-05,-3.82E-06
905,belt,-1.25E-05,-2.68E-06
906,prick,-1.25E-05,1.38E-05
907,fries,-1.25E-05,-1.10E-05
908,plastic,-1.25E-05,9.31E-06
909,mothers,-1.25E-05,-1.44E-05
910,leaking,-1.25E-05,-2.88E-05
911,newspapers,-1.25E-05,-1.32E-05
912,duke,-1.24E-05,4.28E-07
913,suite,-1.24E-05,2.94E-06
914,cousin,-1.24E-05,-4.39E-06
915,cap,-1.24E-05,-1.45E-05
916,yep,-1.23E-05,3.26E-06
917,visually,-1.23E-05,-2.09E-05
918,length,-1.23E-05,-2.51E-05
919,millionaire,-1.23E-05,-7.68E-06
920,digging,-1.23E-05,1.52E-05
921,bastards,-1.22E-05,1.03E-05
922,timeline,-1.22E-05,-1.32E-05
923,acted,-1.22E-05,3.82E-06
924,dictionary,-1.22E-05,-2.09E-05
925,kanye,-1.22E-05,-2.98E-06
926,kat,-1.22E-05,-9.74E-06
927,owners,-1.22E-05,8.86E-06
928,ds,-1.22E-05,-8.09E-06
929,burn,-1.22E-05,-8.86E-06
930,butter,-1.21E-05,1.43E-06
931,ruin,-1.21E-05,-4.14E-07
932,wheat,-1.21E-05,-1.15E-05
933,sensitive,-1.21E-05,1.10E-05
934,leaves,-1.21E-05,-1.39E-05
935,nature,-1.20E-05,-1.29E-05
936,nation,-1.20E-05,-2.06E-05
937,ac,-1.20E-05,-2.05E-05
938,throwing,-1.20E-05,-1.48E-05
939,teens,-1.20E-05,-3.44E-05
940,tries,-1.19E-05,-8.93E-06
941,cat,-1.19E-05,-9.57E-06
942,population,-1.19E-05,7.63E-06
943,chain,-1.19E-05,-1.20E-05
944,rag,-1.19E-05,1.19E-05
945,father,-1.19E-05,-1.60E-05
946,call,-1.18E-05,-9.86E-06
947,yu,-1.18E-05,-3.21E-06
948,stick,-1.18E-05,-1.38E-05
949,fried,-1.18E-05,8.03E-07
950,are,-1.17E-05,-7.98E-06
951,multiple,-1.17E-05,-1.00E-05
952,fifteen,-1.17E-05,-4.85E-06
953,asia,-1.17E-05,7.98E-06
954,whatever,-1.16E-05,-1.00E-05
955,crap,-1.16E-05,2.90E-06
956,cleaner,-1.16E-05,1.58E-05
957,title,-1.16E-05,-2.09E-06
958,desperate,-1.15E-05,-1.46E-06
959,toilets,-1.15E-05,-3.33E-05
960,fed,-1.15E-05,-9.39E-06
961,cliff,-1.15E-05,-5.24E-06
962,coco,-1.15E-05,-8.48E-06
963,brushed,-1.15E-05,-2.11E-05
964,doesn,-1.14E-05,-8.10E-07
965,misery,-1.14E-05,-1.89E-05
966,yells,-1.14E-05,3.79E-05
967,cum,-1.14E-05,-1.12E-05
968,peppers,-1.14E-05,-4.77E-05
969,mp,-1.14E-05,4.50E-07
970,pierce,-1.13E-05,2.19E-05
971,underneath,-1.13E-05,-1.13E-05
972,dylan,-1.13E-05,-5.67E-06
973,60,-1.13E-05,-6.66E-06
974,automatically,-1.13E-05,-2.27E-05
975,legal,-1.13E-05,8.48E-07
976,coughing,-1.13E-05,-8.14E-06
977,compassion,-1.13E-05,-9.47E-06
978,chief,-1.13E-05,-2.26E-05
979,dizzy,-1.13E-05,1.34E-06
980,she,-1.12E-05,-1.12E-06
981,they,-1.12E-05,-5.32E-06
982,rather,-1.12E-05,-1.16E-05
983,purpose,-1.11E-05,-2.01E-05
984,leather,-1.10E-05,-1.58E-05
985,sell,-1.10E-05,-1.01E-05
986,moore,-1.10E-05,-1.86E-06
987,wat,-1.10E-05,-7.62E-06
988,berry,-1.10E-05,3.57E-05
989,finds,-1.09E-05,7.29E-06
990,scrub,-1.09E-05,-1.52E-05
991,suggesting,-1.09E-05,-6.62E-06
992,freezing,-1.09E-05,-6.68E-06
993,wife,-1.09E-05,-1.17E-05
994,eater,-1.08E-05,-1.33E-05
995,panthers,-1.08E-05,-8.02E-07
996,perfume,-1.08E-05,-9.32E-06
997,spends,-1.08E-05,1.47E-06
998,bbc,-1.08E-05,-5.74E-06
999,crushed,-1.07E-05,-1.50E-05
1000,embarrassment,-1.07E-05,-6.67E-06
1001,players,-1.07E-05,-1.19E-05
1002,safety,-1.07E-05,-1.01E-05
1003,creepy,-1.07E-05,7.65E-06
1004,rum,-1.07E-05,1.88E-06
1005,sauce,-1.07E-05,-3.82E-06
1006,syrup,-1.06E-05,3.81E-06
1007,chef,-1.06E-05,-8.22E-06
1008,frost,-1.06E-05,-3.66E-06
1009,members,-1.06E-05,8.32E-06
1010,industry,-1.06E-05,7.36E-06
1011,swallow,-1.05E-05,-1.52E-05
1012,evil,-1.05E-05,8.98E-07
1013,tan,-1.05E-05,-1.14E-05
1014,brothers,-1.05E-05,-1.74E-05
1015,kit,-1.05E-05,-8.22E-06
1016,te,-1.05E-05,-1.16E-05
1017,america,-1.05E-05,1.44E-06
1018,lemon,-1.04E-05,2.36E-06
1019,boston,-1.04E-05,7.83E-07
1020,your,-1.04E-05,-6.45E-06
1021,mm,-1.04E-05,-5.57E-06
1022,wwe,-1.04E-05,-1.57E-05
1023,realising,-1.03E-05,-1.41E-05
1024,cover,-1.03E-05,1.34E-06
1025,hanging,-1.03E-05,-3.62E-06
1026,obsession,-1.03E-05,-2.01E-05
1027,programme,-1.03E-05,1.89E-06
1028,encounter,-1.03E-05,2.46E-06
1029,facial,-1.03E-05,1.11E-05
1030,pet,-1.03E-05,-3.55E-06
1031,okay,-1.03E-05,-4.11E-06
1032,sharing,-1.03E-05,-1.20E-05
1033,tool,-1.03E-05,-6.00E-06
1034,knocks,-1.02E-05,-1.37E-05
1035,phil,-1.02E-05,-3.22E-07
1036,walking,-1.02E-05,-1.08E-05
1037,loudly,-1.02E-05,-3.59E-06
1038,seeking,-1.02E-05,-2.98E-05
1039,ot,-1.02E-05,-1.55E-05
1040,loyal,-1.02E-05,-8.24E-06
1041,nurse,-1.02E-05,-1.21E-05
1042,ab,-1.02E-05,-1.91E-05
1043,corpse,-1.02E-05,1.28E-05
1044,needles,-1.02E-05,-1.66E-05
1045,tried,-1.02E-05,-2.19E-06
1046,larry,-1.01E-05,1.81E-05
1047,skirt,-1.01E-05,-9.78E-06
1048,economy,-1.01E-05,-1.37E-05
1049,parties,-1.01E-05,-6.39E-06
1050,food,-1.01E-05,-7.76E-06
1051,punished,-1.01E-05,1.50E-05
1052,loser,-1.01E-05,-6.29E-06
1053,fi,-1.01E-05,-1.53E-05
1054,neck,-1.00E-05,-5.19E-06
1055,would,-1.00E-05,-1.64E-05
1056,biggest,-1.00E-05,-6.14E-06
1057,force,-9.99E-06,-1.82E-05
1058,senses,-9.98E-06,-1.94E-05
1059,calling,-9.96E-06,-6.35E-06
1060,thinks,-9.96E-06,-5.58E-06
1061,shoot,-9.94E-06,-1.51E-05
1062,il,-9.89E-06,-1.70E-05
1063,literally,-9.84E-06,2.08E-06
1064,soaked,-9.81E-06,-8.28E-06
1065,cheese,-9.79E-06,-8.52E-07
1066,holes,-9.76E-06,7.96E-06
1067,sickness,-9.75E-06,-1.55E-05
1068,buffalo,-9.71E-06,6.42E-06
1069,sidewalk,-9.70E-06,-6.53E-06
1070,service,-9.69E-06,-1.62E-05
1071,eat,-9.68E-06,-8.02E-06
1072,boyfriend,-9.66E-06,3.95E-06
1073,poisoning,-9.66E-06,-3.31E-05
1074,pie,-9.66E-06,-6.38E-06
1075,feature,-9.64E-06,1.75E-06
1076,mel,-9.64E-06,-1.09E-05
1077,cough,-9.64E-06,-7.79E-06
1078,washed,-9.61E-06,-1.01E-05
1079,becca,-9.61E-06,-9.93E-06
1080,funny,-9.60E-06,8.60E-06
1081,chemicals,-9.59E-06,-6.47E-06
1082,suck,-9.57E-06,4.36E-06
1083,wouldn,-9.56E-06,-5.65E-06
1084,casey,-9.51E-06,-5.60E-06
1085,death,-9.50E-06,-8.65E-06
1086,gun,-9.48E-06,-1.69E-06
1087,protesting,-9.46E-06,-1.59E-05
1088,showing,-9.46E-06,-3.57E-06
1089,user,-9.43E-06,-6.47E-06
1090,jessica,-9.43E-06,1.01E-05
1091,sugar,-9.42E-06,-4.39E-06
1092,kidding,-9.41E-06,7.81E-06
1093,towards,-9.40E-06,-1.91E-05
1094,customers,-9.39E-06,-2.45E-05
1095,flat,-9.38E-06,-2.82E-06
1096,liquor,-9.35E-06,-1.26E-05
1097,phillip,-9.35E-06,-2.38E-05
1098,ann,-9.34E-06,-7.54E-06
1099,aids,-9.32E-06,-4.45E-06
1100,brooke,-9.30E-06,-5.28E-08
1101,hole,-9.25E-06,-1.95E-06
1102,roommate,-9.23E-06,-1.72E-06
1103,reminds,-9.23E-06,1.11E-05
1104,impression,-9.21E-06,1.32E-05
1105,cm,-9.20E-06,-1.37E-05
1106,forbidden,-9.19E-06,-1.90E-05
1107,barn,-9.17E-06,-1.68E-06
1108,consider,-9.17E-06,-1.44E-05
1109,status,-9.16E-06,-1.38E-05
1110,seen,-9.15E-06,4.40E-06
1111,rack,-9.07E-06,-2.22E-05
1112,ultra,-9.07E-06,-2.38E-05
1113,flipped,-9.06E-06,1.74E-05
1114,soldier,-9.04E-06,2.08E-05
1115,dorm,-9.04E-06,1.34E-05
1116,option,-9.03E-06,-1.48E-05
1117,treated,-9.02E-06,-3.84E-05
1118,dogs,-8.99E-06,-9.43E-06
1119,cause,-8.93E-06,-1.99E-05
1120,fingers,-8.91E-06,-1.53E-05
1121,deadly,-8.90E-06,-7.75E-06
1122,put,-8.79E-06,-6.51E-06
1123,die,-8.78E-06,-1.11E-05
1124,sf,-8.78E-06,-1.90E-05
1125,putting,-8.78E-06,-3.34E-06
1126,law,-8.76E-06,5.65E-06
1127,men,-8.73E-06,-8.79E-06
1128,said,-8.69E-06,-7.92E-06
1129,laws,-8.68E-06,1.92E-05
1130,cab,-8.66E-06,-6.35E-06
1131,included,-8.64E-06,-5.25E-06
1132,eaten,-8.61E-06,2.12E-06
1133,aimed,-8.59E-06,-1.48E-05
1134,you,-8.58E-06,-5.54E-06
1135,bare,-8.58E-06,2.98E-05
1136,stepped,-8.58E-06,5.28E-07
1137,adult,-8.55E-06,-5.52E-06
1138,rid,-8.52E-06,-4.04E-06
1139,drink,-8.46E-06,4.19E-06
1140,prices,-8.45E-06,8.35E-06
1141,pumpkin,-8.45E-06,-9.48E-06
1142,devil,-8.41E-06,-1.23E-07
1143,faces,-8.39E-06,9.80E-06
1144,kiss,-8.38E-06,8.30E-06
1145,anthony,-8.36E-06,4.76E-06
1146,homes,-8.33E-06,1.84E-06
1147,make,-8.32E-06,-4.78E-06
1148,touch,-8.30E-06,-7.91E-07
1149,covered,-8.28E-06,8.57E-08
1150,peach,-8.26E-06,2.00E-06
1151,th,-8.24E-06,-5.30E-06
1152,responding,-8.22E-06,5.05E-06
1153,cn,-8.19E-06,-1.25E-05
1154,dat,-8.18E-06,-9.58E-06
1155,disappointment,-8.17E-06,-1.24E-05
1156,lives,-8.16E-06,-2.31E-07
1157,sort,-8.16E-06,-2.21E-06
1158,airing,-8.15E-06,-2.68E-05
1159,human,-8.13E-06,-1.16E-05
1160,fan,-8.08E-06,-8.34E-06
1161,crawl,-8.05E-06,-8.30E-06
1162,me,-8.04E-06,-1.15E-05
1163,iq,-8.03E-06,-1.32E-05
1164,aa,-8.03E-06,-1.95E-05
1165,ceremony,-8.02E-06,-4.56E-07
1166,heavily,-8.01E-06,-2.47E-05
1167,inside,-7.99E-06,-2.98E-06
1168,brown,-7.96E-06,-5.14E-06
1169,some,-7.94E-06,-3.48E-06
1170,drank,-7.92E-06,-3.99E-07
1171,agree,-7.92E-06,-8.74E-06
1172,blade,-7.92E-06,1.14E-07
1173,suns,-7.91E-06,6.57E-06
1174,re,-7.91E-06,-5.67E-06
1175,views,-7.91E-06,-2.71E-05
1176,kylie,-7.88E-06,-5.47E-06
1177,shirt,-7.87E-06,-1.44E-05
1178,standard,-7.87E-06,-5.46E-05
1179,chick,-7.87E-06,-1.28E-05
1180,quit,-7.83E-06,-9.99E-06
1181,sincerely,-7.83E-06,-2.05E-06
1182,foot,-7.82E-06,-6.02E-06
1183,walk,-7.77E-06,-7.13E-06
1184,pile,-7.77E-06,-5.87E-07
1185,yourself,-7.76E-06,-1.10E-05
1186,nanny,-7.75E-06,1.16E-05
1187,sounding,-7.75E-06,-2.24E-06
1188,deer,-7.69E-06,-8.93E-06
1189,shock,-7.65E-06,-9.68E-06
1190,ian,-7.64E-06,-1.39E-05
1191,poppy,-7.64E-06,-1.97E-06
1192,photo,-7.60E-06,-1.41E-05
1193,married,-7.57E-06,-4.55E-06
1194,minister,-7.56E-06,-1.47E-05
1195,remembrance,-7.56E-06,-2.40E-06
1196,seeker,-7.54E-06,-2.17E-05
1197,kind,-7.54E-06,-3.26E-06
1198,mention,-7.54E-06,-1.63E-05
1199,comment,-7.53E-06,-1.00E-05
1200,16,-7.53E-06,-1.54E-05
1201,spy,-7.46E-06,-1.32E-05
1202,graham,-7.46E-06,1.19E-06
1203,fees,-7.45E-06,9.24E-06
1204,rs,-7.44E-06,-9.74E-07
1205,station,-7.44E-06,-5.63E-06
1206,even,-7.41E-06,-5.24E-06
1207,gary,-7.40E-06,-1.80E-05
1208,that,-7.39E-06,-4.29E-06
1209,trap,-7.37E-06,-4.76E-06
1210,princess,-7.36E-06,1.08E-05
1211,entitled,-7.35E-06,6.93E-06
1212,thigh,-7.35E-06,4.24E-07
1213,her,-7.34E-06,-1.67E-06
1214,christians,-7.34E-06,1.91E-06
1215,burned,-7.34E-06,-1.75E-05
1216,er,-7.32E-06,-1.32E-05
1217,shared,-7.31E-06,-1.19E-05
1218,split,-7.30E-06,-9.36E-07
1219,liked,-7.24E-06,-3.59E-06
1220,clicked,-7.22E-06,-8.15E-06
1221,fa,-7.21E-06,-9.76E-06
1222,actual,-7.20E-06,-1.92E-05
1223,making,-7.18E-06,-7.67E-06
1224,young,-7.18E-06,-5.38E-06
1225,tu,-7.17E-06,-1.00E-05
1226,der,-7.17E-06,8.16E-07
1227,basically,-7.09E-06,-1.17E-05
1228,pick,-7.08E-06,-6.48E-06
1229,fc,-7.07E-06,-1.69E-05
1230,weird,-7.05E-06,1.09E-07
1231,bro,-7.00E-06,1.17E-06
1232,daily,-7.00E-06,-1.64E-05
1233,money,-6.98E-06,-9.66E-06
1234,clothes,-6.95E-06,-1.06E-05
1235,heard,-6.93E-06,1.24E-05
1236,use,-6.92E-06,-1.03E-05
1237,male,-6.92E-06,-4.69E-06
1238,excessive,-6.89E-06,-7.32E-06
1239,treatment,-6.89E-06,8.54E-07
1240,ignored,-6.88E-06,-1.72E-05
1241,42,-6.86E-06,-9.78E-06
1242,individuals,-6.84E-06,-3.80E-05
1243,packet,-6.80E-06,-1.62E-05
1244,meanwhile,-6.80E-06,-1.63E-06
1245,zero,-6.79E-06,-3.16E-06
1246,legends,-6.72E-06,-3.67E-05
1247,ho,-6.72E-06,-6.24E-06
1248,grow,-6.70E-06,-1.41E-05
1249,alexis,-6.64E-06,-3.35E-06
1250,gov,-6.62E-06,5.88E-06
1251,jersey,-6.60E-06,-1.90E-05
1252,dinners,-6.59E-06,-3.24E-05
1253,selena,-6.56E-06,6.07E-06
1254,dolphins,-6.54E-06,-9.21E-06
1255,unlike,-6.53E-06,2.56E-06
1256,texted,-6.50E-06,-1.94E-06
1257,killed,-6.50E-06,3.65E-06
1258,fucking,-6.50E-06,-2.71E-06
1259,hush,-6.49E-06,-2.05E-06
1260,standing,-6.48E-06,-1.72E-05
1261,yellow,-6.46E-06,-8.50E-06
1262,attractive,-6.44E-06,-9.96E-06
1263,genuinely,-6.44E-06,-5.80E-06
1264,arrogant,-6.43E-06,-3.76E-05
1265,niagara,-6.43E-06,-2.04E-05
1266,tar,-6.41E-06,-8.10E-06
1267,train,-6.39E-06,-8.85E-06
1268,sue,-6.36E-06,-4.89E-06
1269,rep,-6.36E-06,-1.51E-05
1270,stitches,-6.35E-06,-1.97E-06
1271,greed,-6.34E-06,-1.02E-05
1272,puts,-6.33E-06,-9.69E-06
1273,worse,-6.27E-06,4.91E-07
1274,medicine,-6.25E-06,-7.62E-06
1275,bears,-6.21E-06,-4.87E-06
1276,alcohol,-6.16E-06,-2.52E-05
1277,hotel,-6.15E-06,1.19E-05
1278,marking,-6.14E-06,-8.43E-06
1279,no,-6.12E-06,-1.07E-05
1280,compared,-6.11E-06,1.58E-05
1281,velvet,-6.11E-06,-9.79E-07
1282,socially,-6.10E-06,-3.63E-05
1283,should,-6.10E-06,-1.94E-05
1284,om,-6.08E-06,-1.46E-05
1285,nor,-6.07E-06,-8.86E-06
1286,league,-6.05E-06,-3.16E-06
1287,bo,-6.05E-06,-1.49E-05
1288,british,-6.05E-06,2.36E-05
1289,encourage,-6.00E-06,1.77E-05
1290,hands,-6.00E-06,7.76E-08
1291,swift,-5.98E-06,-1.31E-05
1292,wants,-5.98E-06,-9.44E-06
1293,hair,-5.97E-06,-8.10E-07
1294,diving,-5.97E-06,-2.20E-05
1295,looked,-5.96E-06,5.07E-06
1296,nothin,-5.95E-06,-1.64E-05
1297,limits,-5.94E-06,-1.84E-06
1298,anti,-5.92E-06,-7.03E-07
1299,finger,-5.90E-06,-2.07E-06
1300,feel,-5.90E-06,-1.13E-05
1301,oil,-5.87E-06,8.91E-07
1302,celebrity,-5.87E-06,1.26E-05
1303,country,-5.87E-06,-3.08E-06
1304,reserve,-5.85E-06,-2.03E-05
1305,peanuts,-5.84E-06,4.23E-05
