word,NNprob,wordCount,NN_Rank
"300,000",-84.37592,1,21079
hoa,-84.38345,1,21080
winfrey,-84.38676,1,21081
fear,-84.39401,445,21082
ns,-84.39501,2,21083
income,-84.404686,1,21084
rewatching,-84.41356,2,21085
cp3,-84.417145,4,21086
endocrine,-84.42788,1,21087
documentary,-84.43012,7,21088
fp,-84.43099,1,21089
bakes,-84.43651,1,21090
shea,-84.44123,2,21091
thursdays,-84.47571,2,21092
brie,-84.47645,1,21093
consultant,-84.478874,1,21094
nothingness,-84.48313,2,21095
retiring,-84.48701,1,21096
yorke,-84.4941,1,21097
crate,-84.50452,1,21098
thom,-84.5046,1,21099
qantas,-84.51501,2,21100
nearness,-84.52427,1,21101
perry,-84.527954,8,21102
christmas,-84.54206,770,21103
youwon,-84.542244,1,21104
mane,-84.54425,1,21105
nk,-84.54582,1,21106
tuesdays,-84.54586,2,21107
bushs,-84.54623,1,21108
perform,-84.54804,5,21109
othello,-84.55082,1,21110
birth,-84.55091,9,21111
sweeping,-84.56281,2,21112
reseda,-84.57247,6,21113
relaxing,-84.57298,6,21114
topless,-84.576355,1,21115
undergraduate,-84.576836,2,21116
nod,-84.59867,2,21117
overflows,-84.60558,3,21118
wilma,-84.60688,1,21119
ghetto,-84.62049,4,21120
nationals,-84.62827,12,21121
veggie,-84.654785,2,21122
4year,-84.661354,1,21123
dust,-84.66659,2,21124
hay,-84.68723,2,21125
paranormal,-84.68833,1,21126
certficate,-84.69477,1,21127
nerdtastic,-84.69531,1,21128
deodorant,-84.69907,3,21129
happpy,-84.71093,1,21130
sauces,-84.71134,1,21131
showering,-84.715675,1,21132
angel,-84.72213,5,21133
twerk,-84.72419,2,21134
brewers,-84.72878,1,21135
circumcised,-84.73556,1,21136
motto,-84.7464,1,21137
gov,-84.75408,3,21138
midgets,-84.76318,1,21139
surgical,-84.76548,1,21140
boud,-84.767136,2,21141
racecourse,-84.77132,1,21142
crisp,-84.783485,8,21143
amazingggg,-84.78365,1,21144
thong,-84.7907,4,21145
gunny,-84.79926,1,21146
alek,-84.799736,1,21147
streams,-84.80279,1,21148
yhu,-84.81115,1,21149
springfield,-84.81567,1,21150
taketh,-84.82195,1,21151
brotherhood,-84.830666,1,21152
theme,-84.83697,11,21153
thisâ,-84.84063,1,21154
joes,-84.8464,3,21155
mold,-84.86343,2,21156
smoothly,-84.89768,1,21157
ily,-84.90757,2,21158
gravy,-84.90822,18,21159
hardstyle,-84.91207,1,21160
anniversary,-84.9135,28,21161
chex,-84.92695,2,21162
skankiness,-84.9296,1,21163
groc,-84.944496,1,21164
5ish,-84.945274,1,21165
fallin,-84.963,1,21166
baptist,-84.96404,2,21167
morn,-84.965164,6,21168
sonal,-84.969154,1,21169
willard,-84.96995,1,21170
remembrance,-84.975464,1,21171
philly,-84.9835,13,21172
gopher,-85.00709,1,21173
royalty,-85.019394,3,21174
naked,-85.03272,14,21175
boondock,-85.03553,1,21176
gaze,-85.03643,1,21177
playoffs,-85.0496,3,21178
cosmetic,-85.05506,1,21179
grassed,-85.064156,1,21180
sawa,-85.06869,1,21181
evergreen,-85.07032,1,21182
arne,-85.081245,1,21183
pjs,-85.08552,4,21184
ominously,-85.09475,1,21185
camo,-85.10641,1,21186
familiarity,-85.11803,1,21187
api,-85.122025,1,21188
halls,-85.13656,2,21189
rejoicing,-85.141235,1,21190
gasped,-85.15241,1,21191
erasers,-85.15409,1,21192
eyesight,-85.15429,1,21193
eber,-85.159935,21,21194
detentions,-85.18637,1,21195
banks,-85.1959,1,21196
hooker,-85.20575,1,21197
buffalo,-85.21354,4,21198
gasp,-85.214775,2,21199
addington,-85.22489,1,21200
aerobics,-85.22798,1,21201
mylife,-85.23819,22,21202
majors,-85.24387,1,21203
pastry,-85.246346,2,21204
oscar,-85.24866,1,21205
chirstmas,-85.252716,15,21206
sunless,-85.25404,1,21207
meaningful,-85.25411,2,21208
sweets,-85.26562,16,21209
preform,-85.268105,1,21210
{,-85.269714,3,21211
cocktail,-85.28306,1,21212
kitchens,-85.28733,1,21213
uniform,-85.326164,4,21214
childhood,-85.35676,8,21215
ornaments,-85.35855,6,21216
zit,-85.36896,1,21217
vouchers,-85.40243,1,21218
fearing,-85.409386,19,21219
peekaboo,-85.41874,1,21220
magic,-85.42665,19,21221
standin,-85.4417,1,21222
santas,-85.44616,1,21223
fasting,-85.44767,1,21224
officemate,-85.45217,1,21225
sprites,-85.45691,1,21226
estuary,-85.45869,1,21227
79.5,-85.458855,1,21228
lions,-85.46444,6,21229
chapstick,-85.46601,1,21230
comforting,-85.46758,1,21231
nashville,-85.472206,1,21232
trusting,-85.488686,3,21233
7.50am,-85.50075,12,21234
hesitant,-85.507904,1,21235
hoooooo,-85.51086,12,21236
whites,-85.52233,1,21237
yummy,-85.52527,12,21238
hometown,-85.53417,1,21239
congresswomen,-85.55044,1,21240
markets,-85.57009,4,21241
dresse,-85.59465,1,21242
tearful,-85.59578,1,21243
jacksonville,-85.596,1,21244
gma,-85.598145,3,21245
smile,-85.605,135,21246
undercooked,-85.61019,1,21247
towed,-85.619286,1,21248
fooled,-85.62449,11,21249
electro,-85.64536,5,21250
boob,-85.66295,1,21251
grandest,-85.66413,1,21252
11.30,-85.67989,10,21253
belize,-85.6914,1,21254
underwear,-85.70782,10,21255
matlab,-85.709236,1,21256
freedom,-85.7338,28,21257
outgrown,-85.7484,1,21258
walsh,-85.75288,1,21259
africa,-85.7567,4,21260
soaps,-85.76676,1,21261
uhp,-85.77311,1,21262
trumpet,-85.77374,1,21263
futures,-85.797035,1,21264
moes,-85.80238,1,21265
btec,-85.80347,1,21266
lula,-85.814766,1,21267
rapture,-85.81602,2,21268
mani,-85.83514,2,21269
enchanted,-85.86472,1,21270
hihi,-85.87555,1,21271
denominator,-85.87986,1,21272
cherie,-85.88053,1,21273
laundering,-85.88221,1,21274
wearhouse,-85.893684,1,21275
roofy,-85.91185,1,21276
flu,-85.92348,12,21277
panama,-85.92792,1,21278
peeing,-85.934746,1,21279
healthiest,-85.95073,1,21280
eardrum,-85.9517,1,21281
frost,-85.964035,12,21282
oven,-85.96824,16,21283
lung,-85.97764,1,21284
lunch,-85.98285,71,21285
specializes,-85.98883,17,21286
boarding,-85.99128,1,21287
dream,-85.99564,60,21288
packaging,-86.00004,1,21289
bbn,-86.00392,1,21290
librarians,-86.00532,1,21291
5yo,-86.01351,1,21292
headin,-86.049095,3,21293
dresser,-86.06057,19,21294
rosanne,-86.062126,1,21295
cottonwood,-86.09533,1,21296
mousetrap,-86.09577,1,21297
honors,-86.10274,1,21298
muchlove,-86.10631,1,21299
skyward,-86.10832,2,21300
forbes,-86.11643,1,21301
coursework,-86.133865,10,21302
postman,-86.14695,1,21303
hosea,-86.15089,1,21304
keeled,-86.15582,1,21305
¥2011â,-86.164505,1,21306
math,-86.183235,42,21307
intriguing,-86.203415,1,21308
maya,-86.21803,2,21309
overnight,-86.22759,1,21310
clouds,-86.228714,3,21311
lease,-86.26571,1,21312
vhs,-86.27198,2,21313
bboying,-86.272095,1,21314
dolly,-86.27389,1,21315
outings,-86.29803,19,21316
n.s,-86.30107,1,21317
simba,-86.30333,1,21318
catholic,-86.308174,4,21319
ncaa,-86.3092,1,21320
fluffy,-86.32123,11,21321
gray,-86.32284,2,21322
sicko,-86.33315,1,21323
intermezzo,-86.345665,1,21324
sdr,-86.36077,1,21325
happines,-86.36849,2,21326
triumphing,-86.37011,1,21327
overshare,-86.375435,1,21328
30-second,-86.38346,1,21329
faw,-86.39672,1,21330
bush,-86.41202,5,21331
fuzzy,-86.42307,5,21332
coo,-86.42663,3,21333
resurrection,-86.44027,2,21334
panties,-86.44068,6,21335
jolla,-86.44894,1,21336
weekdays,-86.45463,1,21337
tissues,-86.50059,2,21338
mechanic,-86.50465,2,21339
burped,-86.50706,1,21340
mail,-86.51014,13,21341
gore,-86.51843,3,21342
presenting,-86.52996,1,21343
ducks,-86.536766,1,21344
visitors,-86.537415,1,21345
plane,-86.53993,14,21346
tunnel,-86.56416,11,21347
jelly,-86.57113,5,21348
awkwardly,-86.576515,4,21349
orphanage,-86.57792,1,21350
jamal,-86.58967,1,21351
nappy,-86.63376,1,21352
pee,-86.641464,6,21353
surprised,-86.64439,19,21354
brownies,-86.64475,5,21355
attend,-86.647064,8,21356
boozin,-86.64753,1,21357
hanukkah,-86.651436,2,21358
criminalizing,-86.660805,1,21359
dance,-86.66183,62,21360
moose,-86.66391,2,21361
carpet,-86.66766,4,21362
pajamas,-86.67193,1,21363
bird,-86.68675,11,21364
reunited,-86.7004,1,21365
macaroni,-86.70751,1,21366
bandwagon,-86.70762,1,21367
redo,-86.7106,2,21368
robertson,-86.71227,1,21369
farts,-86.7145,2,21370
presbyterian,-86.719475,1,21371
brussels,-86.728035,2,21372
heinlein,-86.74197,1,21373
roam,-86.75526,12,21374
drawing,-86.76967,16,21375
reindeer,-86.77208,2,21376
barf,-86.787834,2,21377
unexpected,-86.816,17,21378
faith,-86.83108,63,21379
wedding,-86.83397,16,21380
smf,-86.866066,1,21381
travels,-86.876465,2,21382
haute,-86.87854,1,21383
westbound,-86.908844,1,21384
afternoon,-86.9111,58,21385
pow,-86.92945,1,21386
pep,-86.94391,5,21387
kitsch,-86.94578,1,21388
vino,-86.973274,1,21389
index,-86.97546,1,21390
hearin,-86.97836,1,21391
climbed,-86.97988,2,21392
tree,-86.99645,132,21393
rado,-87.00191,1,21394
juicy,-87.02791,4,21395
7201,-87.0357,1,21396
backstreet,-87.04661,1,21397
diy,-87.06544,1,21398
unluckiest,-87.07807,1,21399
premiers,-87.07847,1,21400
parkinglot,-87.09681,1,21401
draft,-87.11154,3,21402
mcnabb,-87.117,1,21403
stl,-87.12765,1,21404
solo,-87.13003,7,21405
worms,-87.13279,1,21406
supernatural,-87.15103,1,21407
wednesdays,-87.16535,1,21408
photography,-87.17696,6,21409
spritual,-87.20695,1,21410
lectures,-87.21383,4,21411
psychiatry,-87.21535,1,21412
jizz,-87.222946,1,21413
celebrate,-87.2384,27,21414
boobs,-87.24231,4,21415
dunked,-87.24736,5,21416
resto,-87.25236,1,21417
savoring,-87.260826,1,21418
albany,-87.26307,1,21419
doggies,-87.28619,1,21420
tutorial,-87.30915,1,21421
destination,-87.31797,1,21422
abortionist,-87.31858,1,21423
powderpuff,-87.32603,1,21424
spring,-87.35053,7,21425
reenactor,-87.36431,1,21426
housewives,-87.367645,3,21427
trailer,-87.377655,4,21428
residence,-87.39034,2,21429
vomitting,-87.397896,1,21430
kohl,-87.42048,8,21431
breeze,-87.42089,4,21432
geese,-87.421074,1,21433
wv,-87.43168,1,21434
wildest,-87.43354,1,21435
cleaning,-87.44369,41,21436
stein,-87.44883,1,21437
gardner,-87.45838,2,21438
martini,-87.461525,1,21439
dislocated,-87.46588,1,21440
attenborough,-87.47942,1,21441
pasadena,-87.48304,2,21442
guatemala,-87.49157,1,21443
undefined,-87.50613,1,21444
toxoplasmosis,-87.520256,1,21445
mascara,-87.52158,1,21446
taxis,-87.52895,1,21447
seminar,-87.52921,4,21448
willy,-87.544334,3,21449
steelers,-87.573524,3,21450
docomo,-87.574875,1,21451
collegetown,-87.57751,8,21452
xox,-87.589485,1,21453
9yo,-87.58986,1,21454
gluten,-87.59137,12,21455
rotf,-87.59139,11,21456
nia,-87.59431,2,21457
envisioned,-87.59714,1,21458
baskets,-87.60269,1,21459
papers,-87.60665,44,21460
signage,-87.61107,1,21461
boldly,-87.61543,1,21462
4x4s,-87.62934,1,21463
liga,-87.63787,1,21464
celebrating,-87.660805,25,21465
threes,-87.686195,1,21466
marks,-87.695335,2,21467
reassuring,-87.71603,1,21468
premises,-87.72257,1,21469
blanc,-87.73693,1,21470
zindagi,-87.75094,1,21471
laborer,-87.75757,1,21472
teller,-87.761955,2,21473
thrus,-87.768036,1,21474
soggy,-87.77987,2,21475
arlo,-87.79459,1,21476
doggie,-87.79882,1,21477
buh,-87.80174,2,21478
twirl,-87.81472,1,21479
ikes,-87.82249,1,21480
discouraged,-87.82522,2,21481
khalid,-87.83077,4,21482
peers,-87.83528,2,21483
hubbard,-87.85614,2,21484
teevee,-87.86604,1,21485
visa,-87.86666,2,21486
toys,-87.87235,13,21487
sparkly,-87.87301,13,21488
breakie,-87.89852,1,21489
tmrw,-87.93574,10,21490
suitcase,-87.94438,9,21491
clues,-87.94727,1,21492
deserts,-87.95016,1,21493
realm,-87.95844,1,21494
steen,-87.95918,1,21495
vibrated,-87.97248,1,21496
clients,-87.9735,3,21497
underpass,-87.97909,1,21498
poodle,-87.98693,1,21499
digestives,-88.00617,1,21500
tiesto,-88.037636,1,21501
spirituality,-88.04034,3,21502
pye,-88.053825,1,21503
pinstripes,-88.06114,1,21504
mossad,-88.0705,1,21505
slough,-88.073494,1,21506
elephants,-88.07492,2,21507
pickled,-88.09231,5,21508
woody,-88.09429,1,21509
roasting,-88.12011,1,21510
limo,-88.13166,1,21511
freshcut,-88.13987,1,21512
foks,-88.15409,1,21513
plaza,-88.17361,1,21514
jitters,-88.174324,1,21515
visiting,-88.18234,8,21516
fritos,-88.184265,1,21517
delightful,-88.19245,2,21518
tats,-88.19785,1,21519
solemnity,-88.198845,6,21520
voluntary,-88.20255,12,21521
dancers,-88.20722,1,21522
chair,-88.21569,22,21523
kolkata,-88.22527,11,21524
paediatric,-88.229256,1,21525
sanctuary,-88.23123,1,21526
weathering,-88.24091,1,21527
bandwagons,-88.24347,17,21528
lily,-88.24501,2,21529
mls,-88.24625,1,21530
jumped,-88.26783,9,21531
huey,-88.29286,1,21532
playtime,-88.2954,1,21533
movin,-88.29954,3,21534
tyme,-88.3267,1,21535
banquet,-88.34005,8,21536
thankful,-88.34928,50,21537
deckhands,-88.3494,1,21538
preview,-88.34961,1,21539
leek,-88.356346,1,21540
swoll,-88.36077,1,21541
vacay,-88.363785,2,21542
hungover,-88.3932,2,21543
vga,-88.39959,1,21544
heigh,-88.4197,1,21545
copious,-88.434746,1,21546
yippee,-88.43926,2,21547
opened,-88.44572,16,21548
lobster,-88.450096,1,21549
batch,-88.45258,2,21550
frauds,-88.46354,1,21551
preppies,-88.46505,1,21552
checkbook,-88.46673,1,21553
yule,-88.48826,1,21554
buick,-88.50808,2,21555
tavo,-88.50828,1,21556
lakeside,-88.51216,1,21557
syllabus,-88.51673,1,21558
calc,-88.52141,5,21559
sabres,-88.52236,2,21560
stump,-88.52632,1,21561
shrine,-88.53596,1,21562
bushes,-88.539314,1,21563
hoes,-88.56199,10,21564
vacuum,-88.582664,1,21565
flanel,-88.59887,1,21566
wheeler,-88.625244,1,21567
intimate,-88.63549,2,21568
neh,-88.64006,1,21569
amor,-88.65287,1,21570
tickle,-88.66237,2,21571
homemade,-88.669945,4,21572
naija,-88.6701,1,21573
lab,-88.68067,29,21574
dopeness,-88.68748,3,21575
meets,-88.69381,2,21576
appreciation,-88.70153,2,21577
glitterati,-88.7051,1,21578
pose,-88.7075,3,21579
farted,-88.708244,2,21580
detective,-88.71176,1,21581
funerals,-88.72061,1,21582
caf,-88.72912,2,21583
beafraid,-88.73919,1,21584
positivity,-88.741325,2,21585
wishin,-88.742485,1,21586
sliders,-88.744675,1,21587
qbs,-88.74884,1,21588
impromptu,-88.75985,3,21589
scenery,-88.78478,1,21590
underware,-88.80261,1,21591
cheesy,-88.80378,2,21592
trucks,-88.81178,2,21593
yayyy,-88.82481,5,21594
creighton,-88.837944,1,21595
sleepytime,-88.86329,1,21596
explore,-88.8633,2,21597
presented,-88.87975,3,21598
bruddah,-88.89504,1,21599
fma,-88.899605,1,21600
pedophile,-88.90037,1,21601
luck,-88.92701,36,21602
dinosaurs,-88.92903,1,21603
cubbies,-88.95168,1,21604
vans,-88.99141,2,21605
bright,-89.00069,20,21606
tickling,-89.0015,1,21607
deo,-89.00896,1,21608
lightbulbs,-89.01168,1,21609
findlay,-89.018265,1,21610
scholarships,-89.03003,1,21611
earliest,-89.04091,2,21612
maury,-89.04648,1,21613
treatable,-89.05155,1,21614
b2b,-89.05869,1,21615
nicca,-89.060074,1,21616
goo,-89.08766,3,21617
judah,-89.11835,19,21618
conkers,-89.123116,1,21619
narrowly,-89.13168,1,21620
cornbread,-89.13534,1,21621
plumbing,-89.14907,1,21622
tender,-89.17102,1,21623
akhtar,-89.19247,1,21624
paints,-89.194954,1,21625
uva,-89.20899,1,21626
debut,-89.21128,2,21627
jah,-89.216644,1,21628
sleepover,-89.21812,1,21629
fudges,-89.22759,1,21630
contestants,-89.236374,1,21631
liberia,-89.250145,1,21632
bestie,-89.25271,5,21633
massage,-89.25407,5,21634
mississippi,-89.284935,1,21635
bosnia,-89.29028,2,21636
tutorials,-89.30195,2,21637
decoration,-89.31324,1,21638
exploring,-89.3247,1,21639
3-year,-89.350815,1,21640
jubilant,-89.35355,1,21641
fairy,-89.35544,1,21642
contagious,-89.35714,2,21643
raffle,-89.36692,2,21644
stumbled,-89.37807,1,21645
recipe-,-89.38155,1,21646
freely,-89.38361,4,21647
pacino,-89.393234,1,21648
yippeeeee,-89.393456,1,21649
ceral,-89.40633,1,21650
nigeria,-89.42599,1,21651
flappin,-89.45017,1,21652
premo,-89.45699,2,21653
iowa,-89.4861,2,21654
waverly,-89.515465,1,21655
taboos,-89.52321,1,21656
sendin,-89.52647,1,21657
sniggle,-89.56639,1,21658
feast,-89.58129,4,21659
falcons,-89.589195,1,21660
greensboro,-89.62179,1,21661
lemonade,-89.62749,1,21662
eli,-89.63653,13,21663
foursquare,-89.63742,2,21664
assignments,-89.64461,8,21665
booty,-89.66942,4,21666
abduct,-89.67261,1,21667
blissful,-89.68511,1,21668
noodles,-89.68947,3,21669
memorizing,-89.70054,1,21670
enter,-89.70877,5,21671
beagle,-89.71157,2,21672
tmi,-89.718506,1,21673
virginia,-89.72083,5,21674
freshly,-89.75693,1,21675
lng,-89.770775,2,21676
sweaty,-89.77824,2,21677
wowza,-89.77833,1,21678
iglesias,-89.78353,1,21679
principals,-89.783554,1,21680
bun,-89.81643,1,21681
consisted,-89.81801,2,21682
noses,-89.83927,1,21683
circus,-89.8422,1,21684
airplanes,-89.86959,1,21685
alejandro,-89.8859,1,21686
emmerich,-89.88709,1,21687
perfume,-89.89028,4,21688
i.s,-89.891266,1,21689
null,-89.91067,1,21690
dayton,-89.92118,1,21691
finned,-89.947624,1,21692
trove,-89.94913,1,21693
twain,-89.9788,12,21694
ambling,-89.97996,1,21695
celebrates,-90.006805,3,21696
sample,-90.01339,2,21697
hobo,-90.01835,2,21698
ollies,-90.0192,1,21699
graduate,-90.0324,1,21700
groped,-90.06197,1,21701
6am-11pm,-90.06628,1,21702
puked,-90.07043,1,21703
entering,-90.09841,1,21704
tinkering,-90.10215,1,21705
cheerful,-90.10446,2,21706
frizzy,-90.12894,1,21707
candycane,-90.141884,1,21708
nl,-90.14845,1,21709
canal,-90.15414,3,21710
goodwill,-90.15494,1,21711
toc,-90.17785,11,21712
tentative,-90.194115,1,21713
saltillo,-90.200966,1,21714
dsu,-90.209816,1,21715
flowing,-90.24521,3,21716
drywall,-90.29594,1,21717
bride,-90.29594,6,21718
stockings,-90.30531,4,21719
floors,-90.316826,2,21720
newbaby,-90.33756,1,21721
inexpensive,-90.34026,1,21722
endureth,-90.343834,1,21723
4-day,-90.37357,1,21724
ajmal,-90.38353,1,21725
trinidad,-90.3838,2,21726
puking,-90.38793,2,21727
commonwealth,-90.38877,1,21728
lollipop,-90.39037,1,21729
udata,-90.39425,1,21730
knees,-90.396095,4,21731
decorate,-90.40151,13,21732
dexter,-90.42199,10,21733
soulmate,-90.42291,1,21734
infection,-90.439674,13,21735
wart,-90.44227,1,21736
frosting,-90.44907,1,21737
chirpy,-90.44909,1,21738
meats,-90.459885,1,21739
hallelujah,-90.460655,1,21740
carborator,-90.46067,1,21741
¥2012â,-90.46198,1,21742
painted,-90.47733,2,21743
lasagna,-90.514145,2,21744
homeroom,-90.51575,1,21745
wharf,-90.517975,1,21746
saran,-90.52133,1,21747
fireman,-90.53433,1,21748
sleet,-90.57574,1,21749
sludge,-90.577484,1,21750
miserably,-90.58581,1,21751
unhurried,-90.586174,1,21752
seasonal,-90.58979,3,21753
harvest,-90.61381,8,21754
vagisil,-90.61643,1,21755
ank,-90.62132,10,21756
lingerie,-90.62757,1,21757
diversified,-90.6307,1,21758
francisco,-90.64623,1,21759
nri,-90.646385,1,21760
dnd,-90.65601,10,21761
liq,-90.659615,1,21762
dapet,-90.66212,1,21763
bfs,-90.662445,1,21764
augustus,-90.66968,1,21765
cavity,-90.68061,1,21766
hairspray,-90.6873,1,21767
keats,-90.710915,1,21768
hallways,-90.72642,1,21769
maryland,-90.732216,4,21770
backward,-90.73234,1,21771
traumatic,-90.73355,1,21772
chuckles,-90.74021,1,21773
poptarts,-90.75405,1,21774
jolted,-90.75567,1,21775
opportunity,-90.75624,9,21776
corny,-90.763954,1,21777
yayyyy,-90.77,1,21778
furry,-90.77045,14,21779
eggnog,-90.77503,2,21780
pickers,-90.81582,1,21781
goodmorning,-90.816864,6,21782
iac,-90.82505,1,21783
hoodrats,-90.83453,2,21784
ptl,-90.83489,2,21785
ketel,-90.86121,1,21786
vomit,-90.86901,4,21787
emory,-90.87681,1,21788
puffs,-90.89283,2,21789
aunts,-90.904686,3,21790
hurdle,-90.90711,1,21791
wetter,-90.92124,3,21792
meadow,-90.95034,1,21793
pond,-90.9507,14,21794
turkey,-90.95919,24,21795
flavored,-90.964775,1,21796
ewh,-90.98032,1,21797
csa,-90.98353,1,21798
nga,-90.98603,1,21799
terps,-90.99351,1,21800
squint,-90.99949,1,21801
otters,-91.04389,1,21802
blowingly,-91.04417,1,21803
herbert,-91.04664,1,21804
sorbet,-91.05428,10,21805
deliciousness,-91.0563,1,21806
alty,-91.0689,1,21807
blowout,-91.07134,1,21808
squeak,-91.09254,1,21809
swolen,-91.11674,1,21810
brinner,-91.11858,2,21811
overcast,-91.12968,1,21812
jazzy,-91.16675,2,21813
bespectacled,-91.16678,1,21814
nauseous,-91.168106,1,21815
50th,-91.17014,2,21816
booklets,-91.17126,1,21817
infectious,-91.17832,4,21818
attending,-91.18116,3,21819
depresses,-91.20503,1,21820
arbor,-91.20672,1,21821
blessed,-91.23796,43,21822
blueprint,-91.238304,1,21823
zimbabwe,-91.23968,1,21824
conformation,-91.24209,1,21825
claus,-91.24917,4,21826
rural,-91.25501,2,21827
dipped,-91.26733,2,21828
yippeee,-91.295944,1,21829
submissions,-91.33691,1,21830
beacons,-91.35731,1,21831
rehman,-91.37919,2,21832
staffroom,-91.38168,2,21833
3yo,-91.392815,2,21834
nba,-91.45005,11,21835
cologne,-91.451164,3,21836
cincinnati,-91.45489,1,21837
disneyland,-91.47191,5,21838
lakers,-91.48032,5,21839
fcc,-91.481575,1,21840
letterbox,-91.48957,1,21841
wondrous,-91.518166,2,21842
homies,-91.51948,5,21843
washroom,-91.529816,1,21844
desserts,-91.557106,1,21845
waved,-91.55818,2,21846
turtle,-91.576744,3,21847
apples,-91.58851,5,21848
mentoring,-91.59396,2,21849
jingle,-91.59704,5,21850
herald,-91.60346,2,21851
phlegm,-91.60639,1,21852
2this,-91.616684,1,21853
galleria,-91.62549,2,21854
7up,-91.62994,1,21855
fondly,-91.635155,1,21856
smelly,-91.643684,2,21857
egan,-91.6556,1,21858
makeup,-91.65569,13,21859
dancer,-91.66075,3,21860
scrub,-91.67153,2,21861
shinning,-91.67489,1,21862
ballou,-91.67728,1,21863
blackhawks,-91.681206,1,21864
headliner,-91.69394,1,21865
auditorium,-91.6946,1,21866
paint,-91.70125,12,21867
semipermanent,-91.74114,1,21868
pharma,-91.741264,1,21869
carrot,-91.78002,1,21870
prepare,-91.82867,8,21871
dr,-91.830734,9,21872
schoolers,-91.847664,2,21873
2year,-91.84922,1,21874
uthappam,-91.85002,1,21875
pdf,-91.85265,1,21876
kitties,-91.8528,2,21877
pwg,-91.87235,1,21878
geriatric,-91.87488,1,21879
egghead,-91.89569,1,21880
relaxation,-91.89796,2,21881
pilgrim,-91.90635,4,21882
pikin,-91.912155,1,21883
hoods,-91.91732,1,21884
defecate,-91.94216,2,21885
gift,-91.954216,54,21886
pbj,-91.969826,1,21887
purr,-91.982285,1,21888
vcu,-91.9914,14,21889
nje,-91.993065,2,21890
xoxoxo,-91.999626,1,21891
foreskin,-92.03685,1,21892
salado,-92.05221,1,21893
thrilling,-92.05266,1,21894
bombe,-92.07217,1,21895
cucumbers,-92.07926,5,21896
candidacy,-92.08055,1,21897
foundation,-92.0821,3,21898
6.30am,-92.09733,1,21899
molested,-92.10432,1,21900
performed,-92.12618,1,21901
shining,-92.143364,6,21902
sherry,-92.15185,2,21903
drawers,-92.18217,1,21904
pollen,-92.18429,1,21905
cosplayer,-92.19363,1,21906
giddy,-92.202324,2,21907
colt,-92.20906,2,21908
nightlong,-92.22619,1,21909
cardboard,-92.22972,2,21910
marist,-92.24657,1,21911
bronchitis,-92.249466,5,21912
haaaaaa,-92.25895,1,21913
outdoors,-92.268166,1,21914
boloney,-92.27108,2,21915
criminalization,-92.27436,1,21916
puddle,-92.27584,5,21917
doc,-92.28563,9,21918
itchyness,-92.29406,1,21919
angels,-92.297356,9,21920
ramp,-92.34343,1,21921
gp,-92.36646,17,21922
sahih,-92.37148,27,21923
grease,-92.39315,2,21924
symposium,-92.3984,1,21925
peer,-92.40069,1,21926
heartstopping,-92.41021,1,21927
tommorow,-92.41137,6,21928
swami,-92.41734,1,21929
skanky,-92.455696,1,21930
performs,-92.45852,12,21931
welcoming,-92.469406,1,21932
uniforms,-92.500824,1,21933
sparkles,-92.52025,3,21934
assumptions,-92.524055,1,21935
qaeda,-92.53485,3,21936
eagerly,-92.559875,2,21937
pg13,-92.586235,1,21938
stomachs,-92.62468,2,21939
zurich,-92.6249,1,21940
porkchops,-92.62755,1,21941
celery,-92.63035,1,21942
faithfully,-92.632484,1,21943
closet,-92.63923,8,21944
baking,-92.6403,10,21945
tornado,-92.65713,13,21946
ornament,-92.66738,1,21947
shoppers,-92.7091,13,21948
inviting,-92.71949,16,21949
leaping,-92.74723,1,21950
hopping,-92.751595,1,21951
soulful,-92.76408,2,21952
synopsis,-92.76584,1,21953
doctos,-92.77464,1,21954
nieces,-92.78776,1,21955
dreading,-92.790016,2,21956
chai,-92.79216,2,21957
refreshed,-92.80822,1,21958
cascadian,-92.84387,1,21959
99.7,-92.84637,1,21960
hiiii,-92.9093,1,21961
joburg,-92.91398,1,21962
amm,-92.94738,1,21963
invited,-92.977264,4,21964
deming,-92.98085,2,21965
boppers,-92.98963,1,21966
unicycle,-92.990074,1,21967
bertrand,-92.996735,2,21968
coupons,-92.9978,1,21969
inspiring,-92.997986,5,21970
soap,-93.01654,6,21971
advent,-93.030876,43,21972
dozed,-93.03655,1,21973
gooey,-93.03898,1,21974
hommies,-93.047905,1,21975
glistening,-93.056694,1,21976
cookbook,-93.06837,1,21977
spiderman,-93.07812,1,21978
bath,-93.08555,29,21979
lilly,-93.091545,2,21980
redone,-93.09167,2,21981
hershey,-93.092545,2,21982
candied,-93.12347,2,21983
exhibition,-93.173325,1,21984
belated,-93.17893,2,21985
rosas,-93.18462,1,21986
piano,-93.198235,20,21987
radiant,-93.206055,2,21988
leuk,-93.20985,1,21989
fare,-93.21174,3,21990
rida,-93.22387,1,21991
hurrah,-93.22811,2,21992
chola,-93.24059,1,21993
workshops,-93.26235,1,21994
fixed-,-93.26363,1,21995
lockhart,-93.27688,1,21996
.may,-93.2814,1,21997
arriving,-93.29375,1,21998
dawns,-93.29398,2,21999
wonks,-93.29591,1,22000
confession,-93.29865,3,22001
automobiles,-93.29907,1,22002
molestation,-93.30076,1,22003
ellwood,-93.30985,1,22004
octopus,-93.32573,3,22005
crab,-93.35227,2,22006
salivating,-93.3782,1,22007
restr,-93.4098,1,22008
